***************************************-------------------第0个中心-------------------
center: 武将 [name=孟达, render=★★★★, tongshai=75, wuli=73, zhili=74, polic=66, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=148, tongzhi=149, tongwuzhi=222, tongwuzhizheng=288, salary=15840]
general:武将 [name=胡班, render=★★★, tongshai=55, wuli=55, zhili=58, polic=50, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=110, tongzhi=113, tongwuzhi=168, tongwuzhizheng=218, salary=11990]
general:武将 [name=崔琰, render=★★★★, tongshai=18, wuli=55, zhili=70, polic=83, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=73, tongzhi=88, tongwuzhi=143, tongwuzhizheng=226, salary=12430]
general:武将 [name=巩志, render=★★★, tongshai=43, wuli=53, zhili=61, polic=65, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=96, tongzhi=104, tongwuzhi=157, tongwuzhizheng=222, salary=12210]
general:武将 [name=関靖, render=★★★, tongshai=36, wuli=52, zhili=72, polic=63, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=88, tongzhi=108, tongwuzhi=160, tongwuzhizheng=223, salary=12265]
general:武将 [name=孙秀, render=★, tongshai=55, wuli=51, zhili=53, polic=57, qiangbin=通, jibin=疏, nubin=精, qibin=疏, binqi=疏, tongwu=106, tongzhi=108, tongwuzhi=159, tongwuzhizheng=216, salary=11880]
general:武将 [name=尹赏, render=★★★, tongshai=51, wuli=44, zhili=61, polic=66, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=95, tongzhi=112, tongwuzhi=156, tongwuzhizheng=222, salary=12210]
general:武将 [name=伦直, render=★, tongshai=46, wuli=42, zhili=72, polic=64, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=88, tongzhi=118, tongwuzhi=160, tongwuzhizheng=224, salary=12320]
general:武将 [name=滕胤, render=★★★, tongshai=29, wuli=41, zhili=71, polic=76, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=70, tongzhi=100, tongwuzhi=141, tongwuzhizheng=217, salary=11935]
general:武将 [name=王戎, render=★★★, tongshai=57, wuli=36, zhili=72, polic=55, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=93, tongzhi=129, tongwuzhi=165, tongwuzhizheng=220, salary=12100]
general:武将 [name=孙乾, render=★★★★, tongshai=34, wuli=33, zhili=78, polic=84, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=67, tongzhi=112, tongwuzhi=145, tongwuzhizheng=229, salary=12595]
general:武将 [name=刘表, render=★★★, tongshai=48, wuli=31, zhili=71, polic=81, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=79, tongzhi=119, tongwuzhi=150, tongwuzhizheng=231, salary=12705]
general:武将 [name=吕凯, render=★★★★, tongshai=53, wuli=30, zhili=66, polic=77, qiangbin=疏, jibin=通, nubin=疏, qibin=疏, binqi=精, tongwu=83, tongzhi=119, tongwuzhi=149, tongwuzhizheng=226, salary=12430]
general:武将 [name=魏攸, render=★, tongshai=46, wuli=29, zhili=73, polic=74, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=75, tongzhi=119, tongwuzhi=148, tongwuzhizheng=222, salary=12210]
general:武将 [name=糜竺, render=★★★, tongshai=33, wuli=29, zhili=77, polic=83, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=62, tongzhi=110, tongwuzhi=139, tongwuzhizheng=222, salary=12210]
general:武将 [name=孟宗, render=★★★, tongshai=47, wuli=28, zhili=72, polic=78, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=75, tongzhi=119, tongwuzhi=147, tongwuzhizheng=225, salary=12375]
general:武将 [name=辛宪英, render=★★★★, tongshai=42, wuli=28, zhili=84, polic=76, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=70, tongzhi=126, tongwuzhi=154, tongwuzhizheng=230, salary=12650]
general:武将 [name=张休, render=★★★★, tongshai=53, wuli=27, zhili=74, polic=77, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=80, tongzhi=127, tongwuzhi=154, tongwuzhizheng=231, salary=12705]
general:武将 [name=张华, render=★★★, tongshai=36, wuli=27, zhili=78, polic=79, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=63, tongzhi=114, tongwuzhi=141, tongwuzhizheng=220, salary=12100]
general:武将 [name=张鲁, render=★★★, tongshai=51, wuli=26, zhili=73, polic=78, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=77, tongzhi=124, tongwuzhi=150, tongwuzhizheng=228, salary=12540]
general:武将 [name=辛毗, render=★★★, tongshai=39, wuli=24, zhili=78, polic=79, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=63, tongzhi=117, tongwuzhi=141, tongwuzhizheng=220, salary=12100]
general:武将 [name=高堂隆, render=★★★★, tongshai=35, wuli=24, zhili=76, polic=85, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=精, tongwu=59, tongzhi=111, tongwuzhi=135, tongwuzhizheng=220, salary=12100]
general:武将 [name=伊籍, render=★★★★, tongshai=29, wuli=24, zhili=80, polic=86, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=53, tongzhi=109, tongwuzhi=133, tongwuzhizheng=219, salary=12045]
general:武将 [name=魏讽, render=★★★, tongshai=52, wuli=23, zhili=72, polic=78, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=75, tongzhi=124, tongwuzhi=147, tongwuzhizheng=225, salary=12375]
general:武将 [name=张纮, render=★★★★★, tongshai=24, wuli=22, zhili=86, polic=95, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=精, tongwu=46, tongzhi=110, tongwuzhi=132, tongwuzhizheng=227, salary=12485]
general:武将 [name=国淵, render=★★★★, tongshai=50, wuli=19, zhili=71, polic=86, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=69, tongzhi=121, tongwuzhi=140, tongwuzhizheng=226, salary=12430]
general:武将 [name=潘浚, render=★★★, tongshai=61, wuli=18, zhili=67, polic=82, qiangbin=疏, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=79, tongzhi=128, tongwuzhi=146, tongwuzhizheng=228, salary=12540]
general:武将 [name=顾雍, render=★★★★, tongshai=43, wuli=18, zhili=80, polic=90, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=61, tongzhi=123, tongwuzhi=141, tongwuzhizheng=231, salary=12705]
general:武将 [name=娄圭, render=★★★★, tongshai=52, wuli=13, zhili=87, polic=67, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=65, tongzhi=139, tongwuzhi=152, tongwuzhizheng=219, salary=12045]
general:武将 [name=张春华, render=★★★★, tongshai=60, wuli=9, zhili=76, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=69, tongzhi=136, tongwuzhi=145, tongwuzhizheng=217, salary=11935]
general:武将 [name=张昭, render=★★★★★, tongshai=33, wuli=3, zhili=84, polic=97, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=36, tongzhi=117, tongwuzhi=120, tongwuzhizheng=217, salary=11935]
-------------------第8个中心-------------------
center: 武将 [name=刘虞, render=★★★★, tongshai=55, wuli=33, zhili=69, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=88, tongzhi=124, tongwuzhi=157, tongwuzhizheng=235, salary=12925]
此类中包含对象的个数为：13
general:武将 [name=文钦, render=★★★★, tongshai=74, wuli=83, zhili=43, polic=34, qiangbin=精, jibin=精, nubin=通, qibin=通, binqi=疏, tongwu=157, tongzhi=117, tongwuzhi=200, tongwuzhizheng=234, salary=12870]
general:武将 [name=雷铜, render=★★★★, tongshai=69, wuli=78, zhili=51, polic=37, qiangbin=通, jibin=精, nubin=疏, qibin=通, binqi=通, tongwu=147, tongzhi=120, tongwuzhi=198, tongwuzhizheng=235, salary=12925]
general:武将 [name=刘磐, render=★★★★, tongshai=69, wuli=76, zhili=47, polic=43, qiangbin=精, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=145, tongzhi=116, tongwuzhi=192, tongwuzhizheng=235, salary=12925]
general:武将 [name=庞会, render=★★★★, tongshai=69, wuli=75, zhili=49, polic=42, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=精, tongwu=144, tongzhi=118, tongwuzhi=193, tongwuzhizheng=235, salary=12925]
general:武将 [name=张虎, render=★★★, tongshai=75, wuli=74, zhili=41, polic=44, qiangbin=通, jibin=精, nubin=通, qibin=精, binqi=通, tongwu=149, tongzhi=116, tongwuzhi=190, tongwuzhizheng=234, salary=12870]
general:武将 [name=马休, render=★★★, tongshai=68, wuli=73, zhili=48, polic=45, qiangbin=通, jibin=通, nubin=疏, qibin=神, binqi=疏, tongwu=141, tongzhi=116, tongwuzhi=189, tongwuzhizheng=234, salary=12870]
general:武将 [name=成宜, render=★, tongshai=74, wuli=72, zhili=41, polic=48, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=通, tongwu=146, tongzhi=115, tongwuzhi=187, tongwuzhizheng=235, salary=12925]
general:武将 [name=唐咨, render=★★★, tongshai=61, wuli=71, zhili=50, polic=52, qiangbin=精, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=132, tongzhi=111, tongwuzhi=182, tongwuzhizheng=234, salary=12870]
general:武将 [name=刘晔, render=★★★★★, tongshai=36, wuli=32, zhili=92, polic=73, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=神, tongwu=68, tongzhi=128, tongwuzhi=160, tongwuzhizheng=233, salary=12815]
general:武将 [name=诸葛乔, render=★★★, tongshai=62, wuli=27, zhili=75, polic=70, qiangbin=疏, jibin=疏, nubin=精, qibin=疏, binqi=精, tongwu=89, tongzhi=137, tongwuzhi=164, tongwuzhizheng=234, salary=12870]
general:武将 [name=王修, render=★★★★, tongshai=54, wuli=27, zhili=76, polic=78, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=81, tongzhi=130, tongwuzhi=157, tongwuzhizheng=235, salary=12925]
general:武将 [name=王异, render=★★★★, tongshai=58, wuli=26, zhili=82, polic=68, qiangbin=疏, jibin=通, nubin=通, qibin=通, binqi=通, tongwu=84, tongzhi=140, tongwuzhi=166, tongwuzhizheng=234, salary=12870]
general:武将 [name=张角, render=★★★★★, tongshai=86, wuli=25, zhili=86, polic=80, qiangbin=精, jibin=神, nubin=精, qibin=疏, binqi=精, tongwu=183, tongzhi=115, tongwuzhi=213, tongwuzhizheng=235, salary=12925]
-------------------第9个中心-------------------
center: 武将 [name=徐盛, render=★★★★★, tongshai=87, wuli=81, zhili=78, polic=65, qiangbin=精, jibin=神, nubin=精, qibin=通, binqi=通, tongwu=178, tongzhi=162, tongwuzhi=252, tongwuzhizheng=300, salary=16500]
此类中包含对象的个数为：69
general:武将 [name=吕布, render=★★★★★, tongshai=87, wuli=100, zhili=26, polic=13, qiangbin=精, jibin=神, nubin=神, qibin=神, binqi=疏, tongwu=161, tongzhi=194, tongwuzhi=257, tongwuzhizheng=350, salary=19250]
general:武将 [name=张飞, render=★★★★★, tongshai=85, wuli=98, zhili=30, polic=22, qiangbin=神, jibin=神, nubin=疏, qibin=精, binqi=疏, tongwu=168, tongzhi=193, tongwuzhi=264, tongwuzhizheng=350, salary=19250]
general:武将 [name=関羽, render=★★★★★, tongshai=95, wuli=97, zhili=75, polic=62, qiangbin=神, jibin=神, nubin=通, qibin=精, binqi=疏, tongwu=165, tongzhi=191, tongwuzhi=260, tongwuzhizheng=347, salary=19085]
general:武将 [name=马超, render=★★★★★, tongshai=88, wuli=97, zhili=44, polic=26, qiangbin=精, jibin=通, nubin=疏, qibin=神, binqi=通, tongwu=168, tongzhi=187, tongwuzhi=259, tongwuzhizheng=353, salary=19415]
general:武将 [name=赵雲, render=★★★★★, tongshai=91, wuli=96, zhili=76, polic=65, qiangbin=神, jibin=通, nubin=神, qibin=神, binqi=疏, tongwu=192, tongzhi=170, tongwuzhi=267, tongwuzhizheng=329, salary=18095]
general:武将 [name=甘宁, render=★★★★★, tongshai=86, wuli=94, zhili=76, polic=18, qiangbin=神, jibin=精, nubin=精, qibin=精, binqi=神, tongwu=181, tongzhi=183, tongwuzhi=270, tongwuzhizheng=351, salary=19305]
general:武将 [name=黄忠, render=★★★★★, tongshai=86, wuli=93, zhili=60, polic=52, qiangbin=通, jibin=神, nubin=神, qibin=精, binqi=疏, tongwu=185, tongzhi=171, tongwuzhi=263, tongwuzhizheng=321, salary=17655]
general:武将 [name=太史慈, render=★★★★★, tongshai=82, wuli=93, zhili=66, polic=58, qiangbin=精, jibin=神, nubin=疏, qibin=神, binqi=疏, tongwu=175, tongzhi=148, tongwuzhi=241, tongwuzhizheng=299, salary=16445]
general:武将 [name=张辽, render=★★★★★, tongshai=93, wuli=92, zhili=78, polic=58, qiangbin=神, jibin=神, nubin=通, qibin=神, binqi=通, tongwu=183, tongzhi=167, tongwuzhi=257, tongwuzhizheng=330, salary=18150]
general:武将 [name=孙策, render=★★★★★, tongshai=92, wuli=92, zhili=69, polic=70, qiangbin=神, jibin=精, nubin=通, qibin=神, binqi=精, tongwu=130, tongzhi=192, tongwuzhi=230, tongwuzhizheng=325, salary=17875]
general:武将 [name=夏侯淵, render=★★★★★, tongshai=87, wuli=91, zhili=54, polic=61, qiangbin=通, jibin=通, nubin=神, qibin=神, binqi=精, tongwu=184, tongzhi=161, tongwuzhi=253, tongwuzhizheng=323, salary=17765]
general:武将 [name=孙坚, render=★★★★★, tongshai=93, wuli=90, zhili=74, polic=73, qiangbin=神, jibin=神, nubin=疏, qibin=精, binqi=疏, tongwu=172, tongzhi=180, tongwuzhi=261, tongwuzhizheng=339, salary=18645]
general:武将 [name=徐晃, render=★★★★★, tongshai=88, wuli=90, zhili=74, polic=48, qiangbin=精, jibin=神, nubin=通, qibin=精, binqi=通, tongwu=154, tongzhi=178, tongwuzhi=241, tongwuzhizheng=326, salary=17930]
general:武将 [name=夏侯惇, render=★★★★★, tongshai=89, wuli=90, zhili=58, polic=70, qiangbin=精, jibin=通, nubin=疏, qibin=神, binqi=通, tongwu=187, tongzhi=167, tongwuzhi=263, tongwuzhizheng=328, salary=18040]
general:武将 [name=姜维, render=★★★★★, tongshai=90, wuli=89, zhili=90, polic=67, qiangbin=神, jibin=通, nubin=精, qibin=神, binqi=疏, tongwu=179, tongzhi=180, tongwuzhi=269, tongwuzhizheng=336, salary=18480]
general:武将 [name=张郃, render=★★★★★, tongshai=90, wuli=89, zhili=69, polic=57, qiangbin=精, jibin=通, nubin=疏, qibin=神, binqi=精, tongwu=154, tongzhi=174, tongwuzhi=238, tongwuzhizheng=325, salary=17875]
general:武将 [name=鄧艾, render=★★★★★, tongshai=94, wuli=87, zhili=89, polic=81, qiangbin=神, jibin=精, nubin=精, qibin=精, binqi=神, tongwu=179, tongzhi=159, tongwuzhi=248, tongwuzhizheng=305, salary=16775]
general:武将 [name=曹仁, render=★★★★★, tongshai=89, wuli=86, zhili=56, polic=46, qiangbin=精, jibin=神, nubin=疏, qibin=精, binqi=疏, tongwu=168, tongzhi=167, tongwuzhi=246, tongwuzhizheng=308, salary=16940]
general:武将 [name=高顺, render=★★★★★, tongshai=85, wuli=86, zhili=55, polic=46, qiangbin=精, jibin=通, nubin=疏, qibin=神, binqi=神, tongwu=159, tongzhi=166, tongwuzhi=236, tongwuzhizheng=297, salary=16335]
general:武将 [name=张任, render=★★★★★, tongshai=88, wuli=84, zhili=78, polic=59, qiangbin=精, jibin=神, nubin=神, qibin=疏, binqi=通, tongwu=179, tongzhi=147, tongwuzhi=237, tongwuzhizheng=307, salary=16885]
general:武将 [name=李厳, render=★★★★★, tongshai=83, wuli=84, zhili=75, polic=74, qiangbin=通, jibin=精, nubin=神, qibin=疏, binqi=通, tongwu=167, tongzhi=158, tongwuzhi=242, tongwuzhizheng=316, salary=17380]
general:武将 [name=夏侯覇, render=★★★★★, tongshai=79, wuli=84, zhili=77, polic=55, qiangbin=精, jibin=通, nubin=通, qibin=精, binqi=疏, tongwu=163, tongzhi=156, tongwuzhi=240, tongwuzhizheng=295, salary=16225]
general:武将 [name=厳颜, render=★★★★, tongshai=79, wuli=83, zhili=69, polic=67, qiangbin=通, jibin=精, nubin=神, qibin=疏, binqi=通, tongwu=162, tongzhi=148, tongwuzhi=231, tongwuzhizheng=298, salary=16390]
general:武将 [name=朱桓, render=★★★★★, tongshai=84, wuli=82, zhili=73, polic=56, qiangbin=神, jibin=精, nubin=精, qibin=通, binqi=疏, tongwu=166, tongzhi=157, tongwuzhi=239, tongwuzhizheng=295, salary=16225]
general:武将 [name=吕蒙, render=★★★★★, tongshai=91, wuli=81, zhili=89, polic=78, qiangbin=神, jibin=精, nubin=通, qibin=通, binqi=神, tongwu=172, tongzhi=166, tongwuzhi=250, tongwuzhizheng=309, salary=16995]
general:武将 [name=程普, render=★★★★★, tongshai=84, wuli=79, zhili=79, polic=74, qiangbin=精, jibin=精, nubin=精, qibin=通, binqi=通, tongwu=163, tongzhi=163, tongwuzhi=242, tongwuzhizheng=316, salary=17380]
general:武将 [name=王平, render=★★★★, tongshai=83, wuli=79, zhili=76, polic=58, qiangbin=精, jibin=精, nubin=神, qibin=通, binqi=疏, tongwu=162, tongzhi=159, tongwuzhi=238, tongwuzhizheng=296, salary=16280]
general:武将 [name=孙韶, render=★★★★, tongshai=80, wuli=79, zhili=75, polic=69, qiangbin=通, jibin=精, nubin=疏, qibin=精, binqi=疏, tongwu=159, tongzhi=155, tongwuzhi=234, tongwuzhizheng=303, salary=16665]
general:武将 [name=郭淮, render=★★★★★, tongshai=87, wuli=78, zhili=81, polic=75, qiangbin=精, jibin=神, nubin=疏, qibin=精, binqi=通, tongwu=165, tongzhi=168, tongwuzhi=246, tongwuzhizheng=321, salary=17655]
general:武将 [name=贺齐, render=★★★★, tongshai=83, wuli=78, zhili=72, polic=64, qiangbin=精, jibin=精, nubin=精, qibin=疏, binqi=精, tongwu=161, tongzhi=155, tongwuzhi=233, tongwuzhizheng=297, salary=16335]
general:武将 [name=王基, render=★★★★, tongshai=77, wuli=78, zhili=76, polic=75, qiangbin=神, jibin=通, nubin=通, qibin=精, binqi=神, tongwu=155, tongzhi=153, tongwuzhi=231, tongwuzhizheng=306, salary=16830]
general:武将 [name=李典, render=★★★★, tongshai=78, wuli=77, zhili=79, polic=74, qiangbin=精, jibin=精, nubin=精, qibin=通, binqi=神, tongwu=155, tongzhi=157, tongwuzhi=234, tongwuzhizheng=308, salary=16940]
general:武将 [name=王浑, render=★★★★, tongshai=76, wuli=76, zhili=72, polic=74, qiangbin=精, jibin=通, nubin=精, qibin=通, binqi=精, tongwu=152, tongzhi=148, tongwuzhi=224, tongwuzhizheng=298, salary=16390]
general:武将 [name=曹真, render=★★★★★, tongshai=87, wuli=74, zhili=68, polic=72, qiangbin=精, jibin=通, nubin=通, qibin=神, binqi=疏, tongwu=168, tongzhi=165, tongwuzhi=246, tongwuzhizheng=311, salary=17105]
general:武将 [name=陈泰, render=★★★★★, tongshai=84, wuli=73, zhili=86, polic=78, qiangbin=神, jibin=精, nubin=精, qibin=精, binqi=精, tongwu=157, tongzhi=170, tongwuzhi=243, tongwuzhizheng=321, salary=17655]
general:武将 [name=孙桓, render=★★★★, tongshai=82, wuli=73, zhili=72, polic=68, qiangbin=通, jibin=精, nubin=神, qibin=疏, binqi=通, tongwu=155, tongzhi=154, tongwuzhi=227, tongwuzhizheng=295, salary=16225]
general:武将 [name=王濬, render=★★★★, tongshai=81, wuli=73, zhili=77, polic=71, qiangbin=精, jibin=通, nubin=精, qibin=疏, binqi=神, tongwu=154, tongzhi=158, tongwuzhi=231, tongwuzhizheng=302, salary=16610]
general:武将 [name=刘备, render=★★★★, tongshai=75, wuli=73, zhili=74, polic=78, qiangbin=精, jibin=通, nubin=精, qibin=通, binqi=疏, tongwu=148, tongzhi=149, tongwuzhi=222, tongwuzhizheng=300, salary=16500]
general:武将 [name=诸葛诞, render=★★★★, tongshai=81, wuli=72, zhili=71, polic=75, qiangbin=通, jibin=精, nubin=精, qibin=通, binqi=疏, tongwu=153, tongzhi=152, tongwuzhi=224, tongwuzhizheng=299, salary=16445]
general:武将 [name=田予, render=★★★★, tongshai=80, wuli=72, zhili=80, polic=78, qiangbin=通, jibin=通, nubin=精, qibin=精, binqi=精, tongwu=152, tongzhi=160, tongwuzhi=232, tongwuzhizheng=310, salary=17050]
general:武将 [name=张嶷, render=★★★★, tongshai=79, wuli=72, zhili=74, polic=77, qiangbin=精, jibin=精, nubin=精, qibin=疏, binqi=精, tongwu=151, tongzhi=153, tongwuzhi=225, tongwuzhizheng=302, salary=16610]
general:武将 [name=马忠, render=★★★★, tongshai=78, wuli=72, zhili=68, polic=78, qiangbin=通, jibin=精, nubin=精, qibin=疏, binqi=精, tongwu=150, tongzhi=146, tongwuzhi=218, tongwuzhizheng=296, salary=16280]
general:武将 [name=韩浩, render=★★★★★, tongshai=69, wuli=72, zhili=68, polic=87, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=141, tongzhi=137, tongwuzhi=209, tongwuzhizheng=296, salary=16280]
general:武将 [name=周瑜, render=★★★★★, tongshai=97, wuli=71, zhili=96, polic=86, qiangbin=精, jibin=精, nubin=神, qibin=疏, binqi=疏, tongwu=161, tongzhi=155, tongwuzhi=229, tongwuzhizheng=301, salary=16555]
general:武将 [name=张宝, render=★★★★★, tongshai=83, wuli=71, zhili=81, polic=64, qiangbin=神, jibin=通, nubin=精, qibin=通, binqi=神, tongwu=154, tongzhi=164, tongwuzhi=235, tongwuzhizheng=299, salary=16445]
general:武将 [name=吕岱, render=★★★★, tongshai=82, wuli=71, zhili=69, polic=75, qiangbin=精, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=153, tongzhi=151, tongwuzhi=222, tongwuzhizheng=297, salary=16335]
general:武将 [name=曹丕, render=★★★★★, tongshai=70, wuli=71, zhili=83, polic=86, qiangbin=通, jibin=通, nubin=精, qibin=通, binqi=疏, tongwu=141, tongzhi=153, tongwuzhi=224, tongwuzhizheng=310, salary=17050]
general:武将 [name=蔡瑁, render=★★★★, tongshai=77, wuli=70, zhili=77, polic=72, qiangbin=通, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=147, tongzhi=154, tongwuzhi=224, tongwuzhizheng=296, salary=16280]
general:武将 [name=张承, render=★★★★, tongshai=77, wuli=70, zhili=75, polic=73, qiangbin=通, jibin=精, nubin=精, qibin=疏, binqi=通, tongwu=147, tongzhi=152, tongwuzhi=222, tongwuzhizheng=295, salary=16225]
general:武将 [name=陆逊, render=★★★★★, tongshai=96, wuli=69, zhili=95, polic=87, qiangbin=精, jibin=神, nubin=神, qibin=疏, binqi=精, tongwu=134, tongzhi=183, tongwuzhi=231, tongwuzhizheng=316, salary=17380]
general:武将 [name=鲍信, render=★★★★, tongshai=77, wuli=67, zhili=81, polic=73, qiangbin=通, jibin=精, nubin=通, qibin=疏, binqi=通, tongwu=144, tongzhi=158, tongwuzhi=225, tongwuzhizheng=298, salary=16390]
general:武将 [name=孙权, render=★★★★★, tongshai=76, wuli=67, zhili=80, polic=89, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=143, tongzhi=156, tongwuzhi=223, tongwuzhizheng=312, salary=17160]
general:武将 [name=李恢, render=★★★★, tongshai=79, wuli=65, zhili=78, polic=77, qiangbin=通, jibin=通, nubin=神, qibin=疏, binqi=神, tongwu=144, tongzhi=157, tongwuzhi=222, tongwuzhizheng=299, salary=16445]
general:武将 [name=徐庶, render=★★★★★, tongshai=84, wuli=64, zhili=93, polic=80, qiangbin=神, jibin=精, nubin=精, qibin=精, binqi=通, tongwu=148, tongzhi=177, tongwuzhi=241, tongwuzhizheng=321, salary=17655]
general:武将 [name=满宠, render=★★★★★, tongshai=84, wuli=64, zhili=82, polic=84, qiangbin=疏, jibin=神, nubin=精, qibin=疏, binqi=精, tongwu=148, tongzhi=166, tongwuzhi=230, tongwuzhizheng=314, salary=17270]
general:武将 [name=司马师, render=★★★★★, tongshai=80, wuli=64, zhili=88, polic=82, qiangbin=精, jibin=通, nubin=通, qibin=通, binqi=疏, tongwu=144, tongzhi=168, tongwuzhi=232, tongwuzhizheng=314, salary=17270]
general:武将 [name=陈登, render=★★★★, tongshai=79, wuli=64, zhili=81, polic=80, qiangbin=通, jibin=精, nubin=精, qibin=疏, binqi=神, tongwu=143, tongzhi=160, tongwuzhi=224, tongwuzhizheng=304, salary=16720]
general:武将 [name=王昶, render=★★★★, tongshai=74, wuli=64, zhili=79, polic=79, qiangbin=精, jibin=通, nubin=精, qibin=通, binqi=通, tongwu=138, tongzhi=153, tongwuzhi=217, tongwuzhizheng=296, salary=16280]
general:武将 [name=司马懿, render=★★★★★, tongshai=98, wuli=63, zhili=96, polic=93, qiangbin=神, jibin=精, nubin=精, qibin=神, binqi=精, tongwu=149, tongzhi=168, tongwuzhi=231, tongwuzhizheng=316, salary=17380]
general:武将 [name=卢植, render=★★★★★, tongshai=86, wuli=63, zhili=82, polic=85, qiangbin=精, jibin=通, nubin=神, qibin=精, binqi=通, tongwu=168, tongzhi=152, tongwuzhi=234, tongwuzhizheng=303, salary=16665]
general:武将 [name=贾逵, render=★★★★, tongshai=78, wuli=61, zhili=84, polic=85, qiangbin=精, jibin=通, nubin=精, qibin=通, binqi=精, tongwu=139, tongzhi=162, tongwuzhi=223, tongwuzhizheng=308, salary=16940]
general:武将 [name=审配, render=★★★★★, tongshai=84, wuli=60, zhili=83, polic=73, qiangbin=通, jibin=精, nubin=精, qibin=通, binqi=精, tongwu=144, tongzhi=167, tongwuzhi=227, tongwuzhizheng=300, salary=16500]
general:武将 [name=黄権, render=★★★★, tongshai=75, wuli=59, zhili=82, polic=79, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=疏, tongwu=134, tongzhi=157, tongwuzhi=216, tongwuzhizheng=295, salary=16225]
general:武将 [name=司马昭, render=★★★★★, tongshai=76, wuli=57, zhili=87, polic=88, qiangbin=精, jibin=通, nubin=精, qibin=通, binqi=通, tongwu=133, tongzhi=163, tongwuzhi=220, tongwuzhizheng=308, salary=16940]
general:武将 [name=鲁粛, render=★★★★★, tongshai=80, wuli=56, zhili=92, polic=90, qiangbin=精, jibin=精, nubin=精, qibin=疏, binqi=精, tongwu=136, tongzhi=172, tongwuzhi=228, tongwuzhizheng=318, salary=17490]
general:武将 [name=陈宫, render=★★★★★, tongshai=78, wuli=55, zhili=89, polic=83, qiangbin=通, jibin=通, nubin=精, qibin=通, binqi=精, tongwu=133, tongzhi=167, tongwuzhi=222, tongwuzhizheng=305, salary=16775]
general:武将 [name=锺会, render=★★★★★, tongshai=82, wuli=51, zhili=91, polic=79, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=133, tongzhi=173, tongwuzhi=224, tongwuzhizheng=303, salary=16665]
general:武将 [name=法正, render=★★★★★, tongshai=82, wuli=47, zhili=94, polic=78, qiangbin=疏, jibin=疏, nubin=精, qibin=疏, binqi=精, tongwu=129, tongzhi=176, tongwuzhi=223, tongwuzhizheng=301, salary=16555]
